!CYBER.DAT - Cyberware data file - JW 960202 (Update of Stephen Atkins' 960201 file)
!-----------------------------------------------------------------------------------
!Shadowrun II Original
!---------------------
!Book-Pag Name               Ess. Cost     Index MODIFIERS
!-------- ------------------ ---- --------- ---- ---------
PW-???    Voice Pattern Lvl2 0.30 50000     1.10
PW-???    Voice Pattern Lvl3 0.35 65000     1.25
PW-???    Voice Pattern Lvl4 0.45 85000     1.50
PW-???    Voice Pattern Lvl5 0.60 110000    1.75
PW-???    Voice Synth Lvl 1  0.15 55000     1.10
PW-???    Voice Synth Lvl 2  0.30 70000     1.20
PW-???    Voice Synth Lvl 3  0.45 85000     1.30
PW-???    Voice Synth Lvl 4  0.60 100000    1.40
PW-???    Voice Synth Lvl 5  0.75 115000    1.50
PW-???    Voice Synth Lvl 6  0.90 130000    1.60
PW-???    Watch-Man          0.00 1800      1.00
PW-???    Wearman Mark II    0.00 200       0.75
PW-???    Whip               0.25 4000      2.00
PW-???    Winch              0.00 5000      1.10
PW-???    Wolvers            0.30 8000      1.00
PW-???    Romanova Cyberlegs 2.00 250000    1.00
PW-???    Verbal Eyes: Basic 0.20 7500      0.90
PW-???    Verbal Eyes: Custm 0.50 24000     0.90
PW-???    Verbal Eyes: Video 0.50 22000     1.00
PW-???    Zetatech Bodycomp  0.80 9000      2.00
!-----------------
!NERPS: ShadowLore
!-----------------
N/SL-???  Frontline Smartlnk 0.20 1000      1.10
N/SL-???  Commando Smartlink 0.35 2000      1.10
N/SL-???  Stealth Smartlink  0.50 10000     1.25
N/SL-???  Stealth Datajack 1 0.15 2000      1.00
N/SL-???  Stealth Datajack 2 0.20 4000      1.00
N/SL-???  Stealth Datajack 3 0.30 16000     1.00
N/SL-???  Fuchi Bodyjack     0.25 1300      0.90
N/SL-???  Fuchi Bodyjack 1   0.15 800       0.90
N/SL-???  Fuchi Bodyjack 2   0.20 1300      0.90
N/SL-???  Fuchi Bodyjack 3   0.25 2300      0.90
N/SL-???  Fuchi Bodyjack 4   0.30 4300      0.90
N/SL-???  Perman. Softlink 1 0.10 3000      1.00
N/SL-???  Perman. Softlink 2 0.15 6000      1.00
N/SL-???  Perman. Softlink 3 0.20 12000     1.00
N/SL-???  Perman. Softlink 4 0.25 24000     1.00
N/SL-???  Ares React System1 1.20 29000     1.00 +2RCT
N/SL-???  Ares React System2 2.80 87000     1.25 +4RCT
N/SL-???  Ares React System3 3.00 153000    1.50 +6RCT
N/SL-???  Raineer Reflex 1   1.40 27000     1.00 +1INI
N/SL-???  Raineer Reflex 2   2.10 75000     1.25 +2INI
N/SL-???  Raineer Reflex 3   3.50 185000    1.50 +3INI
N/SL-???  Ares Reflex Contr. 0.10 500       0.90
N/SL-???  Shiawase Booster 1 1.30 29000     3.50
N/SL-???  Shiawase Booster 2 2.60 87000     4.00
N/SL-???  Zeiss FullSpectrum 0.20 10000     1.10
N/SL-???  Colt Scout         0.25 12800     1.00
N/SL-???  Colt Sniper        0.40 17500     1.00
N/SL-???  Nikkon Tourister   0.60 22000     1.20
N/SL-???  Nikkon ProSystem   1.70 55000     1.20
N/SL-???  RCA Vidpack        0.90 38000     1.00
N/SL-???  Sony XB5000        1.25 80000     1.00
N/SL-???  Fuchi VI300        1.90 96000     1.10
N/SL-???  RCA Tridpack       0.90 36000     1.00
N/SL-???  Fuchi FullTrid     2.10 103000    1.20
N/SL-???  Bose Voxx System   0.40 165000    1.00
N/SL-???  S'wase FilterSuite 2.30 140000    1.10
N/SL-???  Sony Skillman      0.55 40000     1.00
N/SL-???  Ares Skillmaster   3.50 720000    1.00
N/SL-???  Ares Radio Suite   0.80 110000    1.20
N/SL-???  Ares Secure Phone  0.60 122000    1.20
N/SL-???  Ares BattleLink    1.00 340000    1.20
!---------------------------------------
!Neo-Anarchist Guides To Everything Else
!---------------------------------------
NAGEE-??? Ultrasound Eyes #1 0.10 2000      1.00
NAGEE-??? Ultrasound Eyes #2 0.20 5000      1.00
NAGEE-??? Ultras. Headlights 0.00 2250      1.00
