species,url,description,flowering
eucalyptus_interstans,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_interstans.htm,"
Tree to 20 m tall. Forming a lignotuber.Bark smooth, mottled grey, white, pink or orange.Juvenile growth (coppice or field seedlings to 50 cm): stem square in cross-section; juvenile leaves alternate, petiolate, ovate to broadly lanceolate, (5)8–12(14) cm long, 3–6.5 cm wide, base tapering to petiole to rarely rounded, dull, green.Adult leaves alternate, petiole 1.7–2.7(3) cm long; blade lanceolate to falcate, 8–18 cm long, 1–3.2 cm wide, base tapering to petiole, concolorous, dull, green, side-veins acute or at an angle slightly greater than 45° to midrib, moderately to densely reticulate, intramarginal vein present, oil glands mostly island.Inflorescence axillary unbranched, peduncles 0.7–1.6 cm long, buds 7, 9 or 11, pedicellate (pedicels 0.3–0.7 cm long). Mature buds elongated-ovoid (1.1–1.4 cm long, 0.3–0.5 cm wide), green to creamy, scar present, operculum conical to horn-shaped (0.8–1.1 cm long), stamens erect, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma tapered, locules 3 or 4, the placentae each with 6–8 vertical ovule rows. Flowers white.Fruit pedicellate (pedicels 0.2–0.5 cm long), cup-shaped to hemispherical, 0.3–0.6 cm long, (0.5)0.6–0.8 cm wide, outer operculum scar prominent as a broad vertical rim, disc annular and free from the 3 or 4 strongly exserted valves.Seeds brown, 0.9–1.2 mm long, pyramidal to ± linear, dorsal surface smooth, hilum terminal. Cultivated seedlings (measured at ca node 10): cotyledons bilobed to oblong; stems square in cross-section; leaves always petiolate, opposite for 4 to 6 nodes then alternate, ovate, 5.5–8 cm long, 2–4 cm wide, base tapering to rounded, margin entire, apex pointed to rounded, dull, mid-green.
",Flowering has been recorded in June.
eucalyptus_intertexta,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_intertexta.htm,"Tree to 20 m tall. Rarely a mallee. Forming a lignotuber.Bark rough on lower trunk, rarely over whole trunk, thick, fibrous, often box-type, grey to red-brown; smooth above, predominantly white with grey or brown patches shedding in flakes; Branchlets sometimes glaucous; lacking oil glands in the pith.Juvenile growth (coppice or field seedlings to 50 cm): stems round or square in cross-section, usually smooth, sometimes glaucous; juvenile leaves always petiolate, opposite for 2 to 7 pairs then alternate, lanceolate, 3–12 cm long, 1–3.5 cm wide, base tapering, dull, grey-green to blue-green or glaucous. Adult leaves alternate, petiole 0.5–1.5 cm long; blade lanceolate, 5–16 cm long, 0.8–2.5 cm wide, base tapering to petiole, concolorous, dull, blue-green or grey-green or subglaucous, side-veins at an acute or wider angle to midrib, densely reticulate, intramarginal vein parallel to and just within margin or remote from it (occasionally absent), oil glands intersectional or obscure. Inflorescence terminal compound, or sometimes with a few axillary umbels also, peduncles 0.5–1.7 cm long, buds 7 per umbel, pedicels 0.2–0.8 cm long. Mature buds obovoid to ovoid, 0.4–0.8 cm long, 0.2–0.4 cm wide, green or sometimes glaucous, hypanthium with faint ribs continued from angular pedicel, scar present (outer operculum lost early in bud development), operculum conical, stamens inflexed or irregularly flexed, anthers subversatile or adnate, basifixed, cuboid, dehiscing by longitudinal slits, style long, stigma blunt, ovary chambers 4 or 5 each with 4 vertical ovule rows; flowers white. Fruit pedicellate (pedicels 0.1–0.8 cm long), cupular to hemispherical, 0.3–0.9 cm long, 0.4–0.8 cm wide, sometimes slightly ribbed longitudinally, disc descending, valves 4 or 5, enclosed. Seeds brown, 1–1.7 mm long, ovoid or flattened-ovoid, dorsal surface pitted, hilum ventral. Cultivated seedlings (measured at node 10): cotyledons reniform; stems square in cross-section, glaucous or non-glaucous, maybe slightly warty; leaves always petiolate, opposite for 4 to 7 nodes then alternate, ovate-lanceolate, 3.5–10 cm long, 1.5–3 cm wide, dull, bluish green or slightly glaucous.
",Flowering has been recorded in all months except January.
eucalyptus_jacksonii,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_jacksonii.htm,"Tree to 65 m tall. Forming a lignotuber.Bark rough to small branches, stringy, thick, somewhat brittle, grey over red-brown. Branchlets lacking oil glands in the pith. Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section; juvenile leaves always petiolate, opposite at lower nodes but soon becoming alternate, broadly ovate, 12–17 cm long, 6–10 cm wide, discolorous, dark green above. Adult leaves alternate, petioles 1–2 cm long; blade ovate to lanceolate, 6–9.5(11.5) cm long, 1.2–2.5(3) cm wide, base oblique or tapering to petiole, margin entire, apex a drip-tip, discolorous, only slightly glossy, dark green above, side-veins greater than 45° to midrib, reticulation dense, intramarginal vein remote from margin, oil glands numerous, island. Inflorescence axillary unbranched, peduncles 0.8–1.2 cm long, buds 7 per umbel, pedicels 0.4–0.6 cm long. Mature buds elongated-ovoid, 0.7–0.8 cm long, 0.4–0.5 cm wide, scar absent, the single operculum bluntly to acutely conical, outer stamens erect, inner stamens inflexed, anthers reniform to oblong, versatile, dorsifixed, dehiscing by oblique confluent slits, style long and bent, stigma tapered, locules (3)4, the placentae each with 2 vertical rows of ovules. Flowers white. Fruit pedicellate (pedicel 0.2–0.6 cm long), truncate-globose to shortly and obesely barrel-shaped, 0.8–1.1 cm long, 0.7–1 cm wide, disc descending vertically, valves (3)4, enclosed. Seeds brown, 2–3.5 mm long, obliquely pyramidal, ventrally ridged, hilum terminal.Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded in cross-section; leaves opposite, sessile, amplexicaul and elliptical for ca 6 to 8 nodes then becoming petiolate, alternate, ovate, 4.5–14 cm long, 2.5–7.5 cm wide, discolorous throughout, mid-green above, dull.
",Flowering has been recorded in February.
eucalyptus_jensenii,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_jensenii.htm,"
Tree to 10 m tall. Forming a lignotuber.Bark rough, coarse, hard, black, furrowed, i.e. typical ironbark, extending to branches ca 3 cm diameter.Branchlets lack oil glands in the pith; glaucous or non-glaucous.Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section; juvenile leaves always petiolate, opposite at first then becoming alternate, ovate to elliptical, 3.8–6.5 cm long, (1.6)2–3 cm wide, base rounded to tapering, dull, grey-green. Adult leaves alternate, petioles 0.3–2 cm long; blade ovate to lanceolate or elliptical, 4.3–11.5 cm long, 0.7–3(4) cm wide, base tapering, margin entire, apex pointed or rounded, concolorous, dull, green to grey-green or slightly glaucous, side-veins acute or greater than 45° to midrib, reticulation very dense, intramarginal vein present, oil glands scattered intersectional or apparently absent.Inflorescence terminal compound and a few single axillary umbels also, peduncles 0.2–0.8 cm long, buds 7 per umbel, pedicels 0.1–0.3 cm long. Mature buds pyriform to obovoid, 0.3–0.4 cm long, 0.2–0.3 cm wide, glaucous or not glaucous, scar present (outer operculum shed early), operculum conical, stamens irregularly flexed, all fertile, anthers adnate, basifixed, cuboid, dehiscing by lateral slits, style straight and long, stigma blunt, locules 3, the placentae each with 4 vertical ovule rows. Flowers creamy white.Fruit pedicellate or rarely sessile (pedicels to 0-0.3 cm long), barrel-shaped to truncate-globose or hemispherical or tending to obconical, 0.3–0.5 cm long, 0.3–0.5 cm wide, glaucous or non-glaucous, disc descending vertically, valves 3, near rim level but rarely visibly exserted.Seeds brown to blackish, 1.3–3 mm long, flattened-ovoid, dorsal surface smooth to shallowly reticulate, hilum ventral.
Cultivated seedlings (measured at ca node 10): cotyledons small, reniform; stems square to ± rounded in cross-section, non-glaucous or rarely slightly glaucous; leaves always petiolate (petioles 0.2–0.7 cm), opposite for ca 8 to 15 nodes then becoming alternate, rarely still opposite at node 20, linear to narrowly lanceolate, 3.5–10 cm long, 0.4–1.5 cm wide, base tapering, apex ± pointed, dull, green to grey-green, not glaucous, concolorous or slightly discolorous.
",Flowering has been recorded in March and April.
eucalyptus_johnsoniana,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_johnsoniana.htm,"Mallee to 3 m tall. Forming a lignotuber.Bark rough, flaky to fibrous, grey-brown to yellow-brown, for up to 0.5 m of stems, or smooth throughout, greyish brown. Branchlets lacking oil glands in the pith. Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section; juvenile leaves opposite for up to 10 nodes then alternate, petiolate, ovate to elliptical, 3–11 cm long, 1–3 cm wide, dull, bluish green, sometimes with a trace of wax. Adult leaves alternate, petioles 0.5–1.5 cm long; blade lanceolate, often narrowly so, 5.5–10.5 cm long, 0.8–2 cm wide, base tapering to petiole, margin entire, apex pointed, side-veins at an acute or wider angle to midrib, reticulation moderate to dense, intramarginal vein remote from margin, oil glands both rounded and irregular in shape, mostly island. Inflorescence axillary unbranched, peduncles 0.5–1.5 cm long, buds 7 per umbel, pedicels 0.2–0.5 cm long. Mature buds obovoid to pyriform, 0.5–0.6 cm long, 0.3–0.4 cm wide, scar absent, the single operculum rounded and sometimes apiculate, stamens inflexed, anthers oblong, versatile, dorsifixed, dehiscing by longitudinal slits that are not confluent apically, style straight, usually shorter than operculum roof in bud, stigma tapered, locules 3, the placentae each with 2 vertical rows of ovules. Flowers creamy white. Fruit pedicellate (pedicels 0.2–0.6 cm long), truncate-globose with small orifice, 0.8–1.3 cm long, 0.9–1.6 cm wide, disc descending vertically, valves 3, enclosed. Seeds blackish brown, 3–6 mm long, obliquely pyramidal, margin narrowly and unevenly flanged, dorsal surface curved to meet terminal hilum, ventrally ridged.Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded in cross-section; leaves opposite and sessile for ca 5 nodes then becoming petiolate, remaining opposite for at least 13 or more nodes, ovate, 3.5–6 cm long, 1.7–3.3 cm wide, dull bluish green to mid-green.
","Flowering has been recorded in January, October and December."
eucalyptus_johnstonii,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_johnstonii.htm,"Tree to 50 m tall. Forming a lignotuber.Bark smooth throughout or with some persistent, fibrous, grey bark on base of trunk; smooth bark yellow to orange-brown or greenish.Juvenile growth (coppice or field seedlings to 50 cm): stem square in cross-section and prominently winged, warty; juvenile leaves opposite and sessile to subsessile for many pairs, orbicular to ovate, 2.5–6 cm long, 1.3–4.5 cm wide, margin usually crenulate, base tapering to rounded, apex rounded at first then pointed on later leaves, glossy, green.Adult leaves alternate, petiole 1.5–3 cm long; blade broadly lanceolate to lanceolate to falcate, 6.5–15 cm long, 2–4 cm wide, flat or undulate, base tapering to petiole, margin entire or subcrenulate, concolorous or slightly discolorous, glossy, green, side-veins greater than 45° to midrib, densely to very densely reticulate, intramarginal vein well removed from margin, oil glands island or intersectional.Inflorescence axillary unbranched, peduncles stout, 0.3–1 cm long, buds 3 per umbel, sessile (rarely with 0.2 cm pedicels). Mature buds oblong to ovoid to diamond-shaped to obovoid, 0.8–1.1 cm long, 0.6–0.9 cm wide, green or red-green, usually slightly warty, angled longitudinally, scar present, operculum rounded to flattened and umbonate or beaked, stamens mostly inflexed, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white.Fruit sessile, obconical, hemispherical or campanulate, 0.7–1 cm long, 0.9–1.3 cm wide, often angled longitudinally, disc raised-convex or level, or slightly descending, valves 3 or 4, strongly exserted.Seeds dark brown or black, 1.5–3 mm long, ovoid or flattened-ovoid, dorsal surface smooth, hilum ventral.Cultivated seedlings (measured at ca node 10): cotyledons bilobed to oblong; stems square in cross-section and winged, warty; leaves sessile or shortly petiolate, opposite for at least 12 nodes, ovate, 3–6 cm long, 1.3–3.2 cm wide, base rounded to tapering, margin distantly crenulate, apex rounded to pointed, glossy, green.","Flowering has been recorded in all months from October to May, with peak flowering from February to April (see Williams & Potts, 1996, p. 76)."
eucalyptus_jucunda,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_jucunda.htm,"Mallee or small tree to 7 m tall. Forming a lignotuber.Bark smooth, grey or grey-brown to creamy-brown, occasionally with grey, crumbly, fibrous, flaky, ribbony bark persisting on the lower trunk. Branchlets not glaucous; oil glands present in the pith.Juvenile stems rounded to square in cross-section, glaucous with stellate hairs; juvenile leaves opposite and sessile, ovate to cordate, glaucous, 2.5–5.7 cm long, 1.7–3.5 cm wide, apex acute to rarely rounded, base amplexicaul, usually with hairs on the margins and midribs, sometimes with irregular or crenate margins due to hairs.Adult leaves alternate, petioles (0.9)1–2.2 cm long; blade lanceolate to slightly falcate, (5)6–12(16) cm long, (0.6)1–2(2.5) cm wide, base tapering to petiole, concolorous, dull, grey-green to green, side-veins venation acute, tertiary venation moderate, intramarginal vein present, oil glands mostly island, sometimes sparse or absent.Inflorescence axillary single or axillary compound, peduncles 0.5–1.3 cm long, buds 7 or 9 per umbel, pedicellate (pedicels 0.1–0.4 cm long). Mature buds cylindrical to broadly fusiform (1.1–1.3 cm long, 0.5–0.6 cm wide), hypanthium not four-angled and usually not glaucous, outer perianth whorl minutely sepaline, inner whorl operculate, operculum conical to rounded, stamens irregularly flexed, not grouped in four clusters, anthers oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma tapered, locules usually 3 or 4, the ovules arranged in 4 distinct vertical rows on the placentae. Flowers white or cream.Fruit pedicellate (pedicels 0.2–0.5 cm long), barrell-shape to truncate-globose, occasionally urceolate, 0.8–1.7 cm long, 0.8–1.5 cm wide, hypanthium not ridged, disc vertically descending, valves 3 or 4, enclosed or near the rim, orifice constricted.Seeds dull brown to grey to black, obliquely pyramidal with a semi-translucent flange or wing around the edge, sides ridged, 2–3.5 mm long, surface smooth not pitted, hilum terminal.Cultivated seedlings (measured at node 10): cotyledons reniform; stems round in cross-section, usually glaucous, occasionally non-glaucous, hairy; leaves petiolate, opposite for ca 7 nodes then becoming sub-opposite to alternate, or remaining opposite, ovate to broadly lanceolate, 6–8 cm long, 2.8–5 cm wide, dull, grey-green to glaucous, apex acute, base rounded to truncate, lamina glabrous except for a few hairs on the petiole, midrib and leaf margin.",Flowering has been recorded in January.
eucalyptus_jutsonii_subsp._jutsonii,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_jutsonii_subsp._jutsonii.htm,"Mallee to 6 m tall. Forming a lignotuber.Bark rough over part or all of stems rarely extending to small branches, fibrous, grey, smooth above pinkish to grey-brown. Branchlets lacking oil glands in the pith. Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section; juvenile leaves sessile to very shortly petiolate, alternate, linear, 6–10 cm long, 0.1–0.3 cm wide, dull, grey-green to blue-grey. Adult leaves alternate, petioles to 0–0.8 cm long; blade linear, 7.5–13.5 cm long, 0.3–0.6(0.7) cm wide, base tapering to petiole, margin entire, apex pointed, concolorous, glossy, green, thick, side-veins acute or obscure, reticulation moderate to dense and broken, intramarginal vein present or incomplete, oil glands conspicuous, intersectional. Inflorescence axillary unbranched, peduncles 0.2–0.7(0.9) cm long, buds 7, pedicellate (pedicels 0.1–0.3 cm long). Mature buds fusiform to ovoid (0.6–0.9 cm long, 0.3–0.4 cm wide), scar present (outer operculum shed early), inner operculum conical, a few outer stamens with erect filaments but with anthers deflexed, the remaining filaments inflexed to varying extent, anthers reniform to cuboid, versatile, dorsifixed, dehiscing by short oblique slits, style long and straight, arising between three prominent lobes on the ovary roof, stigma rounded to tapering, ovary roof with sutures passing radially through lobes, locules 3, the placentae each with 4 vertical rows of ovules. Flowers cream. Fruit pedicellate (pedicels 0.1–0.4 cm long), truncate-globose, 0.4–0.5(0.8) cm long, 0.5–0.7(0.8) cm wide, disc more or less level, valves 3, slightly exserted and with apical notch containing stub of style base. Seeds brown, 0.8–2 mm long, flattened-ovoid, dorsal surface with 2 longitudinal furrows and shallow or obscure reticulation, hilum ventral.Cultivated seedlings (measured at node 10): cotyledons Y-shaped (bisected); stems rounded in cross-section; leaves sessile to very shortly petiolate (ca 1 mm), opposite for 8 to 10 nodes then alternate, linear, 4–8(12) cm long, 0.2–0.8 cm wide, dull, grey-green.
","Flowering has been recorded in February, March, November and December."
eucalyptus_jutsonii_subsp._kobela,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_jutsonii_subsp._kobela.htm,"
Mallee 3 to 6 m tall. Forming a lignotuber.Bark rough to branches ca 3 cm diameter, coarsely fissured and stringy-fibrous, grey. Branchlets lacking oil glands in the pith. Juvenile growth (coppice or field seedlings to 50 cm): not seen. Adult leaves alternate, petioles to 0.1–0.5 cm long; blade linear, 7–15 cm long, 0.1–0.3 cm wide, base tapering to petiole, margin entire, apex pointed, concolorous, glossy, dark green, thick, side-veins acute or obscure, reticulation moderate to dense or obscure, intramarginal vein not visible or incomplete, oil glands intersectional. Inflorescence axillary unbranched, peduncles 0.2–0.4 cm long, buds 7, pedicellate (pedicels 0.1–0.2 cm long). Mature buds fusiform to ovoid (0.8–1 cm long, 0.3–0.4 cm wide), scar present (outer operculum shed early), inner operculum conical or weakly beaked (ca 0.5 cm long), stamens all inflexed, anthers cuboid or slightly wider than long, versatile, dorsifixed, dehiscing by short oblique slits, style long and straight, arising between three lobes on the ovary roof, stigma rounded to tapering, ovary roof with sutures passing radially through lobes, locules 3, the placentae each with 4 vertical rows of ovules. Flowers not seen. Fruit pedicellate (pedicels 0.1–0.3 cm long), cupular-hemispherical, 0.3–0.5 cm long, 0.5–0.6 cm wide, disc level or descending obliquely, valves 3, weakly exserted or at rim level. Seeds brown, 1.3–1.8 mm long, flattened-ovoid, dorsal surface with shallow or obscure reticulation, hilum ventral.Cultivated seedlings (measured at node 10): (not grown by us, data after Nicolle & French (2007), see above): cotyledons Y-shaped (bisected); leaves sessile, linear, to 11 cm long, to 0.4 cm wide, dull, blue-green.
",Flowering time not known.
eucalyptus_kabiana,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_kabiana.htm,"
A mallee to 5 m, rarely a small tree to 10 m tall. Forming a lignotuber.Bark normally smooth throughout, white to light grey to pink; sometimes with short stocking of grey fibrous rough bark on the larger plants.Juvenile growth (coppice or field seedlings to 50 cm): stem usually square in cross-section; juvenile leaves always petiolate, alternate, lanceolate to broadly lanceolate, 6–8 cm long, 2–3 cm wide, dull, grey-green.Adult leaves alternate, petiole (1.1)1.3–2.5 cm long; blade narrowly lanceolate to lanceolate to falcate, 6–15 cm long, 1–2.3 cm wide, base tapering to petiole, concolorous, dull or glossy, green, side-veins normally greater than 45° to midrib, moderately reticulate, intramarginal vein present, oil glands mostly island.Inflorescence axillary unbranched, peduncles (0.5)0.7–1.4 cm long, buds 7, 9 or 11 per umbel, pedicellate (pedicels 0.3–0.5 cm long). Mature buds elongated-ovoid (0.9–1.2 cm long, 0.3–0.5 cm wide), the hypanthium short, green to creamy, scar present, operculum conical to horn-shaped (0.7–0.9 cm long), stamens erect, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma tapered, locules 4 or 5, the placentae each with 6 vertical ovule rows. Flowers white.Fruit pedicellate (pedicels 0.3–0.4 cm long), hemispherical, 0.3 cm long, 0.5–0.7 cm wide, disc broad and steeply ascending, convex to oblique, valves 4 or 5, strongly exserted.Seeds usually black, 0.8–1 mm long, pyramidal or cuboid, edge with small teeth, hilum terminal. Cultivated seedlings (measured at ca node 10): not grown at time of publication.
",Flowering has been recorded in October.
eucalyptus_kartzoffiana,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_kartzoffiana.htm,"Tree to 30 m tall. Forming a lignotuber.Bark rough on part or most of trunk, fibrous or box-type, grey or grey-brown; smooth bark white, cream, brown, grey or green, occasionally with with horizontal black scars, commonly with long ribbons of decorticated bark in the crown; branchlets often glaucous.Juvenile growth (coppice or field seedlings to 50 cm): stem rounded or square in cross-section, glaucous, warty; juvenile leaves opposite and sessile for many pairs, cordate or ovate, 4.5–6.5 cm long, 1.5–4.5 cm wide, margin sometimes crenulate, glaucous. Crown often consisting of alternate, petiolate, broadly lanceolate intermediate leaves and adult leaves.Adult leaves alternate, petiole 1–4.1 cm long; blade falcate to lanceolate or narrowly lanceolate, 8–26.5 cm long, 1.2–3.6 cm wide, base tapering to petiole, concolorous, dull, green to blue-green to glaucous, side-veins usually greater than 45° to midrib, moderately reticulate, intramarginal vein parallel to and remote from margin, oil glands mostly island.Inflorescence axillary unbranched, peduncles 0.2–0.5 cm long, buds 3 per umbel, sessile. Mature buds cylindrical, 0.5–0.6 cm long, 0.4–0.5 cm wide, green to yellow or creamy, often glaucous, often angled longitudinally, scar present, operculum rounded to conical, stamens inflexed, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma blunt, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white.Fruit sessile, campanulate, 0.4–0.6 cm long, 0.4–0.9 cm wide, glaucous, weathering non-glaucous, disc raised-convex or oblique, or level, valves 3 or 4, strongly exserted.Seeds dark brown or grey to black, 1.5–2.5 mm long, ovoid or flattened-ovoid, often pointed at one end, strongly lacunose, dorsal surface smooth, hilum ventral. Cultivated seedlings (measured at ca node 10): cotyledons bilobed; stems rounded in cross-section, glaucous, warty; leaves opposite and sessile for many nodes, cordate, 3–6.5 cm long, 2–4.2 cm wide, amplexicaul, margin entire, apex rounded to pointed, glaucous.
",Flowering has been recorded in February.
eucalyptus_kenneallyi,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_kenneallyi.htm,"
Tree to 8 m tall. Forming a lignotuber.Bark smooth throughout, white to grey to brown or pink.Juvenile growth (coppice or field seedlings to 50 cm): not seen.Adult leaves alternate, petioles 1–2.3 cm long; blade lanceolate, 6–11 cm long, 0.7–2 cm wide, base tapering to petiole, margin entire, apex pointed, concolorous, dull green to grey-green, side-veins acute, reticulation moderate to dense, intramarginal vein present and usually very close to the margin.Inflorescence axillary unbranched, peduncles 0.3–0.5 cm long, buds per umbel 7, rarely in 3s, pedicels 0.1–0.2 cm long. Mature buds club-shaped to obovoid, 0.6–0.7 cm long, 0.25–0.3 cm wide (from Hill, ibid.), scar present, operculum conical, stamens irregularly inflexed, anthers oblong, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma blunt, locules 3(4), the placentae each with 6 vertical rows. Flowers white.Fruit shortly pedicellate (pedicels 0.1-0.2 cm long), cylindrical, 0.4–0.5 cm long, 0.3–0.35 cm wide, non-glaucous, disc vertically descending, valves 3(4), enclosed. Seeds brown to yellowy brown, flattened-ovoid, dorsal surface shallowly reticulate, edge of seed smooth, hilum ventral.Cultivated seedlings (measured at ca node 10): not seen
",Flowering time unknown.
eucalyptus_kessellii_subsp._eugnosta,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_kessellii_subsp._eugnosta.htm,"
Mallee to 10 m tall or rarely a tree. Forming a lignotuber.Bark rough, very hard and grey-brown to blackish over lower part of trunk, or smooth throughout on smaller trees or mallees, smooth bark light grey-brown, silvery, pale brown to pink-orange. Branchlets lacking oil glands in the pith. Juvenile growth (coppice or field seedlings to 50 cm): stems rounded to square in cross-section, never glaucous; juvenile leaves thick textured, always shortly petiolate, opposite for ca 5 nodes then subopposite, lower leaves ovate or elliptical but becoming orbicular up stem, 2.8–7.5 cm long, 2.6–7.7 cm wide (ratio length:width between 0.9 and 1.4), base usually truncate, margin entire, apex rounded and mucronate or emarginate, dull, grey-green. Adult leaves thick, alternate, petioles 1.5–3.3 cm long; blade lanceolate to ovate, (6.3)7–11(13) cm long, (1.7)2–4(5) cm wide, base tapering to petiole, margin entire, apex acute, concolorous, green rarely greyish green, usually glossy, side-veins at an acute or wider angle to midrib, with dense to very dense reticulation, intramarginal vein remote from margin, oil glands irregular, intersectional. Inflorescence axillary unbranched on down-turned, very broad, flat peduncles 0.9–3 cm long, buds 7 per umbel, pedicellate (pedicels 0.1–1 cm long). Mature buds diamond-shaped to ovoid (1.4–2.2 cm long, 0.8–1.1 cm wide), cream, with 8–12 shallow ribs (ribs <1 mm high)  scarcely extending to operculum, scar present (outer operculum shed early in bud development), operculum conical or slightly beaked, stamens inflexed, anthers cuboid, versatile, sub-basifixed, dehiscing by longitudinal slits, style long and straight, stigma blunt to rounded, locules 4 or 5, the placentae each with 4 vertical rows of ovules. Flowers creamy white or pale yellow. Fruit rigidly downturned, pedicellate (pedicels 0.1–1 cm long), obconical to cupular, weakly ribbed, 0.7–1.5 cm long, 0.9–1.8 cm wide (including ribs), rim thick, inner edge of staminophore raised in the mature fruit, disc level in outer part but then descending vertically (but usually hidden by persistent staminophore), valves 4 or 5, prominently exserted but fragile. Seeds grey, 1.5–2.5 mm long, ovoid or flattened-ovoid, dorsal surface very shallowly reticulate or smooth and often furrowed, hilum ventral.Cultivated seedlings (measured at ca node 10): cotyledons Y-shaped (bisected); stems rounded in cross-section; leaves always shortly petiolate, opposite to sub-opposite for 13+ nodes, linear for 1 or 2 nodes then ovate up to ca node 6 then becoming orbicular, 1.5–3.7 cm long, 1.4–3.7 cm wide (ratio length:width between 0.9 and 1.7), base rounded to tapering, margin entire, apex emarginate or rounded and apiculate, dull, green.
","Flowering has been recorded in February, June, August, September, October and November."
eucalyptus_kessellii_subsp._kessellii,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_kessellii_subsp._kessellii.htm,"
Mallee to 10 m tall or rarely a tree . Forming a lignotuber.Bark rough, very hard and grey-brown to blackish over lower part of trunk, or smooth throughout on smaller mallees, smooth bark grey-brown and pale brown to pink-orange. Branchlets lacking oil glands in the pith. Juvenile growth (coppice or field seedlings to 50 cm): stems rounded to square in cross-section, never glaucous; juvenile leaves always shortly petiolate, opposite for ca 5 nodes then subopposite, lower leaves ovate but becoming orbicular, 3–9 cm long, 4–9 cm wide (ratio length:width between 1.0 and 1.4), base usually truncate, margin entire, apex rounded and mucronate or emarginate, dull, grey-green. Adult leaves thick, alternate, petioles 1.5–4.1 cm long; blade lanceolate to ovate, 7–14.5 cm long, 1.5–3.5(5) cm wide, base tapering to petiole, margin entire, apex acute, concolorous, green rarely greyish green, usually glossy, side-veins at an acute or wider angle to midrib, with dense to very dense reticulation, intramarginal vein remote from margin, oil glands irregular, intersectional. Inflorescence axillary unbranched on down-turned, very broad, flat peduncles 1–2.5 cm long, buds 3(7) per umbel, sessile or pedicellate (pedicels 0–0.7 cm long). Mature buds diamond-shaped to ovoid (1.1–1.8 cm long, 1.1–1.3 cm wide), cream, usually with 8–12 prominent ribs (ribs > 1 mm high), scar present (outer operculum shed early in bud development), operculum conical or slightly beaked, stamens inflexed, anthers cuboid, versatile, sub-basifixed, dehiscing by longitudinal slits, style long and straight, stigma blunt to rounded, locules 4 or 5, the placentae each with 4 vertical rows of ovules. Flowers creamy white or pale yellow. Fruit rigidly downturned, pedicellate (pedicels 0–0.7 cm long), obconical to cupular, shallowly to prominently ribbed, 1.1–1.7 cm long, 1.1–2.1 cm wide (including ribs), rim thick, inner edge of staminophore raised in the mature fruit, disc level in outer part but then descending vertically (but may be hidden by persistent staminophore), valves 4 or 5, prominently exserted but fragile. Seeds grey, 1.5–2.5 mm long, ovoid or flattened-ovoid, dorsal surface very shallowly reticulate and often furrowed, hilum ventral.Cultivated seedlings (measured at ca node 10): cotyledons Y-shaped (bisected); stems rounded in cross-section; leaves always shortly petiolate, opposite to sub-opposite for at least 13 nodes, linear for 1 or 2 nodes then ovate up to ca node 6 then becoming orbicular, (1.5)2–8 cm long, (1.5)2–7.5 cm wide (ratio length:width between 1.0 and 1.2), base rounded to tapering, margin entire, apex emarginate or rounded and apiculate, dull, green.
","Flowering has been recorded in August, September, October and November."
